,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,HuRc_conversionc,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
44,uc011bpz.2,['G2385.1' 'G2388.1'],['G1891.1' 'G1893.1' 'G1893.2'],['G3576.1'],uc011bpz.2,chr3,-,176738541,176915048,176743285,176756163,14,"176738541,176744160,176750758,176751985,176755885,176756100,176763916,176765087,176765273,176767784,176769291,176771560,176816253,176914908,","176743312,176744262,176750924,176752113,176755960,176756222,176763977,176765185,176765337,176767905,176769514,176771706,176816329,176915048,",uc011bpz.2,,53838,uc011bpz.2,AK296946,,,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
45,uc003jdx.1,['G2584.1' 'G2589.1' 'G2595.1'],['G2065.1' 'G2071.1' 'G2075.1' 'G2076.1' 'G2076.2'],,uc003jdx.1,chr5,+,6714717,6757161,6737656,6755058,13,"6714717,6737622,6738795,6739844,6742602,6743824,6746326,6748576,6749669,6750443,6751151,6752985,6754863,","6714812,6737746,6738842,6739965,6742710,6743953,6746540,6748703,6749770,6750616,6751310,6753150,6757161,",Q5XG87,uc003jdx.1,57022,uc003jdx.1,NM_006999,Q5XG87,PAPD7_HUMAN,PAPD7,NM_006999,NP_001165277,"Homo sapiens PAP associated domain containing 7 (PAPD7), transcript variant 1, mRNA.",,
46,uc003jau.2,['G2566.1'],,,uc003jau.2,chr5,+,271735,315089,271835,314630,6,"271735,272825,304291,306716,311407,314531,","271936,272887,304336,306869,311517,315089,",Q2YDC2,uc003jau.2,56977,uc003jau.2,NM_001267556,Q2YDC2,Q2YDC2_HUMAN,PDCD6,NM_001267556,NP_001254485,"Homo sapiens programmed cell death 6 (PDCD6), transcript variant 2, mRNA.",,
47,uc002aed.3,['G1179.1'],,,uc002aed.3,chr15,+,57210832,57580714,57212111,57574785,20,"57210832,57212089,57213223,57355947,57383986,57458599,57484355,57489970,57523349,57524488,57524909,57526240,57535669,57543547,57545459,57554291,57555309,57565227,57574642,57578354,","57211104,57212186,57213296,57356021,57384089,57458664,57484491,57490023,57523455,57524628,57525054,57526305,57535748,57543621,57545666,57554406,57555472,57565460,57574796,57580714,",Q99081,uc002aed.3,24036,uc002aed.3,NM_003205,Q99081,HTF4_HUMAN,TCF12,NM_003205,NP_996921,"Homo sapiens transcription factor 12 (TCF12), transcript variant 3, mRNA.",,
48,uc003wyz.3,['G3386.1'],,,uc003wyz.3,chr8,-,18384812,18666405,18393252,18623033,14,"18384812,18413718,18430037,18432637,18457873,18490122,18513151,18622958,18632336,18656804,18658779,18662031,18662213,18666264,","18393468,18413862,18430182,18432795,18457944,18490316,18513195,18623048,18632448,18656863,18658892,18662112,18662408,18666405,",Q9NYI0-3,uc003wyz.3,73234,uc003wyz.3,BC045112,Q9NYI0-3,Q9NYI0-3,PSD3,,,"Homo sapiens pleckstrin and Sec7 domain containing 3 (PSD3), transcript variant 2, mRNA.",,
49,uc001hgg.3,['G136.1'],,,uc001hgg.3,chr1,+,207925382,207968861,207925557,207966940,10,"207925382,207930358,207930884,207932983,207934593,207940357,207943665,207956636,207958415,207966863,","207925654,207930547,207930987,207933069,207934791,207940540,207943707,207956675,207958451,207968861,",P15529-9,uc001hgg.3,3494,uc001hgg.3,NM_172350,P15529-9,P15529-9,CD46,NM_172350,NP_758860,"Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant n, mRNA.",,
50,uc003ysj.3,['G3355.1'],['G2704.1' 'G2705.1'],,uc003ysj.3,chr8,+,128806802,128867566,128806802,128806802,3,"128806802,128808139,128867400,","128806980,128808254,128867566,",uc003ysj.3,,72899,uc003ysj.3,M34429,,,MYC,,,Sequence 854 from Patent WO2010139812.,,
51,uc009yrj.3,['G638.1'],['G493.1'],,uc009yrj.3,chr11,+,66384052,66412103,66407182,66411603,3,"66384052,66407170,66410920,","66384528,66407594,66412103,",Q9BWF3,uc009yrj.3,12297,uc009yrj.3,AK292805,Q9BWF3,RBM4_HUMAN,RBM14-RBM4,NM_002896,NP_002887,"Homo sapiens RBM14-RBM4 readthrough (RBM14-RBM4), transcript variant 1, mRNA.",,
52,uc001doa.4,['G235.1' 'G235.2' 'G235.3' 'G235.4'],['G202.1'],['G326.1' 'G326.2' 'G326.3'],uc001doa.4,chr1,-,91726322,91870426,91726846,91866639,39,"91726322,91727797,91728037,91731573,91733301,91739268,91740286,91742184,91742538,91778905,91779513,91781371,91781657,91781947,91784634,91784849,91788506,91788649,91790231,91808986,91812985,91816294,91817105,91818062,91818607,91818812,91840914,91841083,91843581,91843959,91844619,91845660,91846468,91850743,91851131,91859649,91861849,91866568,91870354,","91726916,91727949,91728149,91731664,91733412,91739372,91740366,91742300,91742619,91779052,91779617,91781529,91781741,91782033,91784766,91784947,91788554,91788756,91790323,91809067,91813033,91816428,91817200,91818208,91818709,91818856,91841003,91841284,91843740,91844037,91844771,91845793,91846539,91850791,91851391,91859959,91861962,91866666,91870426,",A2PYH4,uc001doa.4,5550,uc001doa.4,NM_001017975,A2PYH4,HFM1_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
53,uc010ndq.3,['G3682.1'],,,uc010ndq.3,chrX,+,9431334,9687780,9621626,9684286,18,"9431334,9469819,9608312,9621584,9622254,9652082,9656056,9659618,9660152,9661188,9661361,9665408,9673032,9677287,9677672,9679650,9682941,9684259,","9431502,9469889,9608400,9621729,9622362,9652228,9656315,9659751,9660294,9661252,9661459,9665469,9673154,9677362,9677800,9679816,9683043,9687780,",O60907,uc010ndq.3,77678,uc010ndq.3,NM_001139466,O60907,TBL1X_HUMAN,TBL1X,NM_001139466,NP_001132940,"Homo sapiens transducin (beta)-like 1X-linked (TBL1X), transcript variant 2, mRNA.",,
54,uc004eud.3,['G3739.1'],,,uc004eud.3,chrX,+,123095555,123236505,123156477,123234447,34,"123095555,123155216,123156380,123159689,123164810,123171376,123176418,123179013,123181203,123182854,123184035,123184970,123185164,123189977,123191715,123195073,123195620,123196751,123196965,123197697,123199725,123200024,123200205,123202413,123204998,123210181,123211806,123215229,123217270,123220396,123224424,123227867,123229221,123234423,","123095706,123155281,123156521,123159768,123164975,123171473,123176495,123179218,123181355,123182928,123184159,123185069,123185244,123190085,123191827,123195191,123195724,123196844,123197055,123197901,123199796,123200112,123200286,123202506,123205173,123210321,123211908,123215378,123217399,123220620,123224614,123227994,123229299,123236505,",Q8N3U4,uc004eud.3,78768,uc004eud.3,NM_001042751,Q8N3U4,STAG2_HUMAN,STAG2,NM_001042751,NP_006594,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 3, mRNA.",,
55,uc011loe.1,['G3610.1'],,,uc011loe.1,chr9,-,33921690,34048885,33922501,33998847,23,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33998784,34011624,34017047,34048822,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33998862,34011662,34017187,34048885,",F5H2U4,uc011loe.1,76150,uc011loe.1,AK299183,F5H2U4,F5H2U4_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
56,uc002fck.3,['G1364.1'],,,uc002fck.3,chr16,-,72816785,73082274,72821062,72994044,10,"72816785,72827153,72833925,72845475,72845803,72863677,72923629,72984367,72991325,73081650,","72822747,72832613,72834028,72845676,72845937,72863758,72923861,72984864,72994093,73082274,",Q15911,uc002fck.3,29580,uc002fck.3,NM_006885,Q15911,ZFHX3_HUMAN,ZFHX3,NM_006885,NP_008816,"Homo sapiens zinc finger homeobox 3 (ZFHX3), transcript variant A, mRNA.",,
57,uc004csq.4,['G3682.1'],,,uc004csq.4,chrX,+,9431334,9687780,9622304,9684286,18,"9431334,9469819,9502939,9608312,9622254,9652082,9656056,9659618,9660152,9661188,9661361,9665408,9673032,9677287,9677672,9679650,9682941,9684259,","9431502,9469889,9503074,9608400,9622362,9652228,9656315,9659751,9660294,9661252,9661459,9665469,9673154,9677362,9677800,9679816,9683043,9687780,",NP_001132940,uc004csq.4,77679,uc004csq.4,NM_001139468,O60907,TBL1X_HUMAN,TBL1X,NM_001139468,NP_001132940,"Homo sapiens transducin (beta)-like 1X-linked (TBL1X), transcript variant 4, mRNA.",,
58,uc003esb.2,['G2279.1'],,,uc003esb.2,chr3,+,137907296,138017228,137940771,138014734,21,"137907296,137940767,137942230,137942477,137947759,137953875,137956150,137956323,137958309,137960624,137963929,137982580,137982972,137985996,137988881,137991808,137993290,138003272,138007889,138009387,138014700,","137907372,137940839,137942373,137942575,137947852,137953956,137956226,137956414,137958370,137960825,137964025,137982663,137983054,137986083,137988974,137991958,137993386,138003368,138007962,138009481,138017228,",Q8IUR7,uc003esb.2,51454,uc003esb.2,AK001721,Q8IUR7,ARMC8_HUMAN,ARMC8,NM_015396,NP_056211,"Homo sapiens armadillo repeat containing 8 (ARMC8), transcript variant 2, mRNA.",,
59,uc022bqs.1,['G3671.1'],['G3009.1' 'G3012.1' 'G3013.1' 'G3013.2' 'G3014.1'],['G5472.1'],uc022bqs.1,chrM,-,7586,15888,7586,7586,2,"7586,15503,","7982,15888,",uc022bqs.1,,77546,uc022bqs.1,JA760602,,,JA760602,,,"Homo sapiens piRNA piR-34804, complete sequence.",,
60,uc011mfc.2,['G3590.1'],,,uc011mfc.2,chr9,+,140513443,140730578,140513480,140729405,27,"140513443,140605418,140611077,140622800,140637822,140638353,140646782,140648622,140652331,140657126,140669560,140671069,140672333,140674086,140676742,140685299,140693264,140695331,140705912,140707457,140707837,140708882,140710398,140711890,140712511,140728800,140729224,","140513501,140605482,140611634,140622981,140637980,140638542,140646860,140648743,140652463,140657272,140669704,140671296,140672507,140674169,140676849,140685422,140693366,140695436,140706067,140707625,140707982,140708960,140710514,140711977,140712590,140728976,140730578,",Q9H9B1,uc011mfc.2,75825,uc011mfc.2,NM_024757,Q9H9B1,EHMT1_HUMAN,EHMT1,NM_024757,NP_079033,"Homo sapiens euchromatic histone-lysine N-methyltransferase 1 (EHMT1), transcript variant 1, mRNA.",,
61,uc003jas.3,['G2566.1'],,,uc003jas.3,chr5,+,271735,277055,271739,276131,3,"271735,272825,276126,","271936,272887,277055,",Q86W51,uc003jas.3,56981,uc003jas.3,NR_073609,Q86W51,Q86W51_HUMAN,PDCD6,NM_001267559,NP_001254488,"Homo sapiens programmed cell death 6 (PDCD6), transcript variant 6, non-coding RNA.",,
62,uc003xyk.3,['G3412.1' 'G3412.2'],['G2769.1'],['G5166.1'],uc003xyk.3,chr8,-,70584567,70745625,70585521,70744908,8,"70584567,70591612,70594418,70617265,70650274,70667658,70673977,70744001,","70585561,70591854,70594578,70617464,70650439,70667876,70674110,70745625,",G3V1C0,uc003xyk.3,73645,uc003xyk.3,NM_001146008,G3V1C0,G3V1C0_HUMAN,SLCO5A1,NM_001146008,NP_001139480,"Homo sapiens solute carrier organic anion transporter family, member 5A1 (SLCO5A1), transcript variant 2, mRNA.",,
63,uc002rum.3,['G1761.1'],,,uc002rum.3,chr2,+,44589042,44999731,44589146,44999252,11,"44589042,44599854,44617379,44931421,44933425,44934537,44942425,44970760,44981193,44993568,44999174,","44589284,44600027,44617444,44931482,44933480,44934601,44942492,44970835,44981257,44993700,44999731,",Q7Z624,uc002rum.3,40626,uc002rum.3,NM_024766,Q7Z624,CMKMT_HUMAN,CAMKMT,NM_024766,NP_079042,"Homo sapiens calmodulin-lysine N-methyltransferase (CAMKMT), mRNA.",,
64,uc031tds.1,['G3518.1' 'G3518.2' 'G3520.1'],['G2901.1' 'G2902.1' 'G2905.1' 'G2909.1'],,uc031tds.1,chr9,+,37120632,37358145,37126332,37357265,9,"37120632,37126308,37302184,37304184,37305540,37327795,37349353,37354706,37356831,","37120891,37126939,37302228,37304310,37305711,37327831,37349449,37354821,37358145,",Q8N3Z6,uc031tds.1,74695,uc031tds.1,BC036940,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
65,uc002dmm.3,['G1275.1'],,,uc002dmm.3,chr16,+,24741048,24837547,24741162,24835128,25,"24741048,24741573,24762046,24769659,24788253,24800552,24804793,24805864,24807227,24808810,24809235,24815497,24816025,24816334,24816925,24817526,24817894,24820670,24826467,24828136,24829913,24831459,24833397,24834194,24834752,","24741167,24741621,24762134,24769681,24788679,24803138,24804970,24806040,24807260,24808891,24809287,24815640,24816172,24816472,24817054,24817604,24818105,24820802,24826626,24828277,24830021,24831681,24833468,24834334,24837547,",Q8NDV7,uc002dmm.3,27291,uc002dmm.3,NM_014494,Q8NDV7,TNR6A_HUMAN,TNRC6A,NM_014494,NP_055309,"Homo sapiens trinucleotide repeat containing 6A (TNRC6A), mRNA.",,
66,uc010stk.2,['G836.1'],,,uc010stk.2,chr12,+,69652369,69668138,69652782,69656339,5,"69652369,69653207,69653823,69656149,69663291,","69652874,69653323,69653977,69656342,69668138,",B4DSU9,uc010stk.2,16710,uc010stk.2,AK299928,B4DSU9,B4DSU9_HUMAN,CPSF6,NM_007007,NP_008938,"Homo sapiens cleavage and polyadenylation specific factor 6, 68kDa (CPSF6), mRNA.",,
67,uc010yqw.1,['G1776.1'],,,uc010yqw.1,chr2,+,71503722,71651168,71503768,71651168,20,"71503722,71590282,71591083,71592558,71595511,71597012,71607351,71607642,71623270,71625830,71626688,71627241,71627607,71629085,71630999,71632730,71633257,71635251,71645731,71649943,","71503884,71590321,71591382,71592836,71595658,71597135,71607410,71607695,71623321,71625902,71626775,71627310,71627648,71629217,71631128,71632772,71633392,71635377,71645769,71651168,",Q14966,uc010yqw.1,40850,uc010yqw.1,AK303723,Q14966,ZN638_HUMAN,ZNF638,NM_001252613,NP_001239542,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 4, mRNA.",,
68,uc010fcl.3,['G1913.1' 'G1914.1'],['G1510.1'],,uc010fcl.3,chr2,-,61705068,61764245,61705954,61761020,25,"61705068,61708319,61709514,61710091,61711071,61712902,61715299,61715722,61717776,61719169,61719459,61719701,61720049,61721028,61722589,61724013,61725807,61725999,61726847,61729130,61729383,61749745,61753554,61760906,61763844,","61706101,61708416,61709674,61710226,61711240,61713097,61715406,61715906,61717911,61719333,61719616,61719883,61720188,61721226,61722748,61724142,61725927,61726048,61727029,61729175,61729445,61749818,61753656,61761038,61764245,",O14980,uc010fcl.3,43334,uc010fcl.3,AK289920,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
69,uc003ysb.3,['G3480.1'],['G2876.1'],['G5200.1' 'G5201.1'],uc003ysb.3,chr8,-,128240803,128241377,128240803,128240803,1,"128240803,","128241377,",uc003ysb.3,,74088,uc003ysb.3,BC106081,,,BC106081,,,"Homo sapiens cDNA clone IMAGE:5109562, **** WARNING: chimeric clone ****.",,
70,uc011lkk.2,['G3491.1'],['G2886.1'],,uc011lkk.2,chr8,-,144661866,144679845,144661961,144669015,9,"144661866,144662181,144662675,144663223,144663398,144668388,144668898,144676062,144679517,","144662000,144662376,144662897,144663324,144663498,144668460,144669019,144676241,144679845,",P29692,uc011lkk.2,74246,uc011lkk.2,NM_001130055,P29692,EF1D_HUMAN,EEF1D,NM_001130055,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 5, mRNA.",,
71,uc010ypn.2,['G1913.1' 'G1914.1'],['G1510.1'],,uc010ypn.2,chr2,-,61705068,61765369,61705954,61761032,26,"61705068,61708319,61709514,61710091,61711071,61712902,61715299,61715722,61717776,61719169,61719459,61719701,61720049,61721028,61722589,61724013,61725807,61725999,61726847,61729130,61729383,61749745,61753554,61760906,61764696,61765272,","61706101,61708416,61709674,61710226,61711240,61713097,61715406,61715906,61717911,61719333,61719616,61719883,61720188,61721226,61722748,61724142,61725927,61726048,61727029,61729175,61729445,61749818,61753656,61761038,61764722,61765369,",O14980,uc010ypn.2,43335,uc010ypn.2,BC032847,O14980,XPO1_HUMAN,XPO1,NM_003400,NP_003391,"Homo sapiens exportin 1 (CRM1 homolog, yeast) (XPO1), mRNA.",,
72,uc003ezo.3,['G2286.1'],,,uc003ezo.3,chr3,+,152017193,152183569,152017982,152177116,7,"152017193,152132729,152163070,152165408,152174055,152177059,152180173,","152018156,152132900,152163328,152165562,152174150,152177134,152183569,",Q9NR56-3,uc003ezo.3,51582,uc003ezo.3,NM_207294,Q9NR56-3,Q9NR56-3,MBNL1,NM_207294,NP_997177,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 4, mRNA.",,
73,uc011aaq.2,['G2094.1'],['G1660.1'],,uc011aaq.2,chr20,-,61826781,61839970,61828059,61835141,3,"61826781,61833638,61839814,","61828086,61835159,61839970,",Q9BYJ9,uc011aaq.2,47059,uc011aaq.2,AK300073,Q9BYJ9,YTHD1_HUMAN,YTHDF1,NM_017798,NP_060268,"Homo sapiens YTH domain family, member 1 (YTHDF1), mRNA.",,
74,uc011lki.2,['G3491.1'],['G2886.1'],,uc011lki.2,chr8,-,144661866,144679558,144661961,144669015,8,"144661866,144662181,144662675,144663223,144663398,144668388,144668898,144679048,","144662000,144662376,144662897,144663324,144663498,144668460,144669022,144679558,",P29692,uc011lki.2,74251,uc011lki.2,NM_001130057,P29692,EF1D_HUMAN,EEF1D,NM_001130057,NP_001951,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 6, mRNA.",,
75,uc003csb.2,['G2334.1'],,,uc003csb.2,chr3,-,47892179,48130769,47894521,48040350,19,"47892179,47894652,47896737,47898920,47908735,47910703,47912302,47912716,47913406,47917174,47918906,47956306,47957440,47960208,47963254,47969717,48019354,48040127,48130262,","47894529,47894842,47896850,47899002,47908828,47910817,47912595,47912776,47913590,47917390,47919013,47956429,47958664,47960331,47963368,47969840,48019423,48040369,48130769,",P27816,uc003csb.2,52537,uc003csb.2,NM_002375,P27816,MAP4_HUMAN,MAP4,NM_002375,NP_002366,"Homo sapiens microtubule-associated protein 4 (MAP4), transcript variant 1, mRNA.",,
76,uc003pdl.4,['G2854.1'],['G2294.1'],,uc003pdl.4,chr6,+,56954807,57018933,56955051,57018901,13,"56954807,56955608,56963858,56989531,56993526,56997839,56999541,57006099,57006745,57011887,57015516,57017018,57018658,","56955072,56955692,56963939,56989657,56993638,56997990,56999668,57006253,57006893,57013491,57015660,57017149,57018933,",E9PH99,uc003pdl.4,61414,uc003pdl.4,BC098382,E9PH99,E9PH99_HUMAN,ZNF451,NM_001031623,NP_001026794,"Homo sapiens zinc finger protein 451 (ZNF451), transcript variant 1, mRNA.",,
77,uc003ysl.3,['G3358.1' 'G3361.1' 'G3364.1' 'G3364.2'],['G2712.1' 'G2718.1' 'G2723.1'],,uc003ysl.3,chr8,+,128902834,129113499,128902834,128902834,8,"128902834,128951753,128996149,129001407,129082405,129108763,129111615,129113225,","128903244,128951922,128996450,129001537,129082518,129108900,129111819,129113499,",uc003ysl.3,,72896,uc003ysl.3,NR_003367,,,PVT1,NR_003367,,"Homo sapiens Pvt1 oncogene (non-protein coding) (PVT1), non-coding RNA.",,
78,uc010xrv.2,['G1634.1' 'G1634.2' 'G1637.1'],['G1312.1' 'G1315.1' 'G1315.2' 'G1315.3' 'G1315.4' 'G1315.5' 'G1315.6'],,uc010xrv.2,chr19,+,34855644,34893318,34855814,34890941,18,"34855644,34856164,34857249,34857687,34859487,34868639,34869838,34870422,34872370,34884152,34884632,34884818,34887205,34887485,34890111,34890460,34890623,34890805,","34855924,34856293,34857340,34857756,34859607,34868786,34869910,34870467,34872424,34884213,34884676,34884971,34887335,34887562,34890240,34890536,34890690,34893318,",P06744-2,uc010xrv.2,36483,uc010xrv.2,NM_001184722,P06744-2,P06744-2,GPI,NM_001184722,NP_001171651,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
79,uc003pdn.2,['G2854.1'],['G2294.1'],,uc003pdn.2,chr6,+,56954807,57035098,56955051,57033267,14,"56954807,56955608,56963858,56989531,56993526,56997839,56999541,57006099,57006745,57011887,57017018,57018658,57025881,57033220,","56955072,56955692,56963939,56989657,56993638,56997990,56999668,57006253,57006893,57013491,57017149,57018845,57025950,57035098,",Q9Y4E5-2,uc003pdn.2,61412,uc003pdn.2,NM_015555,Q9Y4E5-2,Q9Y4E5-2,ZNF451,NM_015555,NP_056370,"Homo sapiens zinc finger protein 451 (ZNF451), transcript variant 2, mRNA.",,
