,transcript,IonXpress_NONO_c,IonXpress_SFPQt1,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
51,uc003fqu.3,['G1649.1'],['G1916.1' 'G1917.1'],uc003fqu.3,chr3,+,186501360,186507685,186501399,186507058,11,"186501360,186502217,186502352,186502750,186503671,186503952,186504290,186504915,186505283,186505591,186506913,","186501428,186502266,186502485,186502890,186503840,186504062,186504434,186505053,186505373,186505671,186507685,",Q14240-2,uc003fqu.3,51913,uc003fqu.3,BC012547,Q14240-2,Q14240-2,EIF4A2,NM_001967,NP_001958,"Homo sapiens eukaryotic translation initiation factor 4A2 (EIF4A2), mRNA.",,
52,uc003axj.3,['G1598.1'],,uc003axj.3,chr22,-,39708886,39716391,39708944,39712755,10,"39708886,39709195,39709638,39710111,39710690,39711373,39712710,39713465,39714404,39715731,","39708989,39709315,39709734,39710213,39710851,39711560,39713026,39713634,39714597,39716391,",P39023,uc003axj.3,49655,uc003axj.3,BC036582,P39023,RL3_HUMAN,RPL3,NM_000967,NP_000958,"Homo sapiens ribosomal protein L3 (RPL3), transcript variant 1, mRNA.",,
53,uc003quq.5,['G2073.1' 'G2076.1' 'G2080.1' 'G2081.1' 'G2082.1'],,uc003quq.5,chr6,-,166352947,166401527,166353682,166354243,2,"166352947,166401016,","166354254,166401527,",A8K010,uc003quq.5,64144,uc003quq.5,NR_026860,A8K010,CF176_HUMAN,LINC00473,NR_026860,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 1, non-coding RNA.",,
54,uc002nvf.3,['G1170.1'],,uc002nvf.3,chr19,+,34855644,34893318,34855814,34890941,19,"34855644,34856164,34857249,34857687,34859487,34868407,34868639,34869838,34870422,34872370,34884152,34884632,34884818,34887205,34887485,34890111,34890460,34890623,34890805,","34855924,34856293,34857340,34857756,34859607,34868491,34868786,34869910,34870467,34872424,34884213,34884676,34884971,34887335,34887562,34890240,34890536,34890690,34893318,",P06744,uc002nvf.3,36485,uc002nvf.3,AK129884,P06744,G6PI_HUMAN,GPI,NM_000175,NP_000166,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
55,uc021ott.2,['G51.1'],['G107.1' 'G256.1'],uc021ott.2,chr1,+,144146810,146467744,144158389,146466121,132,"144146810,144148789,144149726,144150981,144151518,144153012,144156971,144158177,144158378,144158870,144164518,144179473,144180355,144181063,144181950,144182695,144183587,144184251,144185133,144185827,144186714,144187459,144188351,144189011,144189893,144190581,144191468,144192205,144193097,144193759,144194641,144195343,144196230,144196975,144197867,144201704,144202586,144203298,144204185,144204924,144205816,144216027,144216909,144217611,144218498,144219235,144220127,144220786,144221668,144222378,144223265,144224002,144824704,145313333,145314215,145314903,145315790,145316511,145317405,145318053,145318935,145319623,145320510,145330682,145331574,145332222,145333104,145333796,145334683,145335388,145336280,145336928,145337810,145338516,145339403,145340108,145341000,145341648,145342530,145343240,145344127,145344832,145345724,145346372,145347254,145347964,145348851,145349562,145350454,145351102,145351984,145352684,145353571,145354294,145355186,145355836,145362978,145363678,145364565,146420018,146420910,146421558,146422440,146423162,146424049,146424783,146425675,146426323,146427205,146427927,146428814,146435853,146436735,146437457,146438344,146443692,146444574,146445298,146446833,146446924,146447725,146448373,146454019,146454737,146455624,146456358,146462010,146462657,146463539,146464263,146465150,146465877,","144147021,144148892,144149941,144151054,144151724,144153064,144157135,144158252,144158391,144159043,144164570,144179646,144180407,144181236,144182059,144182868,144183639,144184424,144185185,144186000,144186823,144187632,144188403,144189184,144189945,144190754,144191577,144192378,144193149,144193932,144194693,144195516,144196339,144197148,144197919,144201877,144202638,144203471,144204294,144205097,144205868,144216200,144216961,144217784,144218607,144219408,144220179,144220959,144221720,144222551,144223374,144224175,144824756,145313506,145314267,145315076,145315899,145316684,145317457,145318226,145318987,145319796,145320619,145330855,145331626,145332395,145333156,145333969,145334792,145335561,145336332,145337101,145337862,145338689,145339512,145340281,145341052,145341821,145342582,145343413,145344236,145345005,145345776,145346545,145347306,145348137,145348960,145349735,145350506,145351275,145352036,145352857,145353680,145354467,145355238,145356009,145363030,145363851,145364674,146420191,146420962,146421731,146422492,146423335,146424158,146424956,146425727,146426496,146427257,146428100,146428923,146436026,146436787,146437630,146438453,146443865,146444626,146445388,146446834,146447006,146447777,146448546,146454071,146454910,146455733,146456531,146462062,146462830,146463591,146464436,146465259,146467744,",NP_001265196,uc021ott.2,2128,uc021ott.2,NM_001278267,A2BH96,A2BH96_HUMAN,LOC100288142,NM_001278267,NP_001265196,"Homo sapiens neuroblastoma breakpoint family member (LOC100288142), mRNA.",,
56,uc021tqv.1,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc021tqv.1,chr17,+,16342300,16345340,16342300,16342300,6,"16342300,16342640,16342973,16343424,16344387,16344681,","16342374,16342728,16343017,16343567,16344444,16345340,",uc021tqv.1,,30223,uc021tqv.1,NR_045022,,,C17orf76-AS1,NR_045022,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 25, non-coding RNA.",,
57,uc010yyz.2,['G1299.1'],['G1520.1'],uc010yyz.2,chr2,-,122095351,122407052,122098436,122363471,39,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122166599,122168441,122182714,122184979,122187648,122202514,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122166623,122168545,122182882,122185006,122187753,122202538,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",A2RU21,uc010yyz.2,43951,uc010yyz.2,NM_001142273,A2RU21,A2RU21_HUMAN,CLASP1,NM_001142273,NP_001135745,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 2, mRNA.",,
58,uc009wwm.1,['G200.1'],['G291.1'],uc009wwm.1,chr1,-,173835448,173835509,173835448,173835448,1,"173835448,","173835509,",uc009wwm.1,,6937,uc009wwm.1,NR_003943,,,SNORD77,NR_003943,,"Homo sapiens small nucleolar RNA, C/D box 77 (SNORD77), small nucleolar RNA.",,
59,uc003axi.3,['G1598.1'],,uc003axi.3,chr22,-,39708886,39715670,39708944,39715602,10,"39708886,39709195,39709638,39710111,39710690,39711373,39712710,39713465,39714404,39715599,","39708989,39709315,39709734,39710213,39710851,39711560,39712846,39713634,39714597,39715670,",P39023,uc003axi.3,49654,uc003axi.3,NM_000967,P39023,RL3_HUMAN,RPL3,NM_000967,NP_000958,"Homo sapiens ribosomal protein L3 (RPL3), transcript variant 1, mRNA.",,
60,uc001vbh.4,['G768.1'],['G856.1'],uc001vbh.4,chr13,-,46916136,46964147,46917519,46946610,15,"46916136,46918875,46919581,46923420,46924247,46930566,46933620,46935575,46936672,46937249,46942176,46942867,46946075,46961811,46963919,","46917632,46918966,46919735,46923482,46924486,46930631,46933766,46935708,46936733,46937348,46942384,46942950,46946732,46962014,46964147,",Q9H714,uc001vbh.4,20272,uc001vbh.4,AX747903,Q9H714,K226L_HUMAN,KIAA0226L,NM_025113,NP_079389,"Homo sapiens KIAA0226-like (KIAA0226L), mRNA.",,
61,uc003qdy.1,['G2005.1'],['G2358.1' 'G2360.1'],uc003qdy.1,chr6,+,133136445,133138490,133136722,133137202,1,"133136445,","133138490,",uc003qdy.1,,61838,uc003qdy.1,NR_002436,,,SNORA33,NR_002436,,"Homo sapiens small nucleolar RNA, H/ACA box 33 (SNORA33), small nucleolar RNA.",,
62,uc010qja.1,['G248.1'],['G347.1'],uc010qja.1,chr10,+,70480982,70531202,70482261,70531202,17,"70480982,70482211,70496632,70500385,70502132,70506917,70507130,70508892,70509280,70513608,70514470,70515126,70516029,70517050,70520763,70525644,70530962,","70481045,70482334,70496805,70500418,70502326,70507032,70507323,70509022,70509442,70513834,70514584,70515293,70516240,70517134,70520949,70525836,70531202,",Q8IX12-2,uc010qja.1,8367,uc010qja.1,AK298004,Q8IX12-2,Q8IX12-2,CCAR1,NM_018237,NP_060707,"Homo sapiens cell division cycle and apoptosis regulator 1 (CCAR1), mRNA.",,
63,uc021qxn.1,['G687.1' 'G689.1'],,uc021qxn.1,chr12,-,49521564,49522635,49521740,49522490,1,"49521564,","49522635,",P68363,uc021qxn.1,18136,uc021qxn.1,BC021564,P68363,TBA1B_HUMAN,TUBA1A,NM_001270400,NP_001257329,"Homo sapiens tubulin, alpha 1a (TUBA1A), transcript variant 3, mRNA.",,
64,uc003vfr.3,['G2202.1'],,uc003vfr.3,chr7,-,110602363,111202573,110603118,111161503,6,"110602363,110603555,111127293,111161368,111201906,111202519,","110603146,110603621,111127397,111161505,111201979,111202573,",Q96T52-2,uc003vfr.3,71372,uc003vfr.3,BC008497,Q96T52-2,Q96T52-2,IMMP2L,NM_032549,NP_115938,"Homo sapiens IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (IMMP2L), transcript variant 2, mRNA.",,
65,uc002ryd.3,['G1364.1'],,uc002ryd.3,chr2,-,55199326,55276326,55200291,55254616,9,"55199326,55200698,55200956,55201830,55209650,55214626,55252221,55255299,55276214,","55200334,55200757,55201003,55201900,55209789,55214834,55254621,55255356,55276326,",NP_997404,uc002ryd.3,43270,uc002ryd.3,NM_207521,Q9NQC3,RTN4_HUMAN,RTN4,NM_207521,NP_997404,"Homo sapiens reticulon 4 (RTN4), transcript variant 5, mRNA.",,
66,uc002apv.3,['G903.1'],['G1023.1' 'G1023.2' 'G1025.1' 'G1026.1'],uc002apv.3,chr15,-,66791652,66797193,66791744,66797128,10,"66791652,66792393,66792630,66793286,66793712,66794125,66794949,66795395,66795695,66797125,","66791990,66792514,66792714,66793443,66793842,66794250,66795088,66795502,66795867,66797193,",P36578,uc002apv.3,25955,uc002apv.3,NM_000968,P36578,RL4_HUMAN,RPL4,NM_000968,NP_000959,"Homo sapiens ribosomal protein L4 (RPL4), mRNA.",,
67,uc001oyp.3,['G486.1' 'G486.2' 'G486.3'],['G543.1'],uc001oyp.3,chr11,+,77532196,77629464,77553542,77629145,4,"77532196,77553524,77580767,77629106,","77532226,77553674,77580863,77629464,",Q9H7C9-3,uc001oyp.3,12617,uc001oyp.3,BC016854,Q9H7C9-3,Q9H7C9-3,AAMDC,NM_024684,NP_078960,"Homo sapiens adipogenesis associated, Mth938 domain containing (AAMDC), mRNA.",,
68,uc021ujy.1,['G1141.1' 'G1142.1' 'G1142.2' 'G1143.1'],['G1327.1' 'G1328.1' 'G1328.2' 'G1329.1'],uc021ujy.1,chr18,-,47014850,47018834,47014888,47017941,7,"47014850,47015728,47016823,47017162,47017774,47017901,47018627,","47014936,47015920,47016922,47017297,47017815,47017954,47018834,",P18621,uc021ujy.1,35297,uc021ujy.1,NM_001199341,P18621,RL17_HUMAN,RPL17,NM_001199341,NP_001186274,"Homo sapiens ribosomal protein L17 (RPL17), transcript variant 4, mRNA.",,
69,uc011cyw.2,['G1928.1'],['G2254.1'],uc011cyw.2,chr5,-,137893030,137911318,137893179,137909472,13,"137893030,137894241,137895552,137897268,137902314,137902689,137903143,137903337,137904613,137906648,137909451,137909756,137910926,","137893185,137894346,137895780,137897478,137902407,137902852,137903250,137903411,137904738,137906830,137909539,137909858,137911318,",P38646,uc011cyw.2,59622,uc011cyw.2,AK293990,P38646,GRP75_HUMAN,HSPA9,,,"Homo sapiens heat shock 70kDa protein 9 (mortalin) (HSPA9), nuclear gene encoding mitochondrial protein, mRNA.",,
70,uc002gkh.4,['G1064.1'],,uc002gkh.4,chr17,-,8076296,8079714,8077520,8079604,5,"8076296,8077837,8079074,8079276,8079517,","8077590,8077934,8079193,8079344,8079714,",Q6UX40-4,uc002gkh.4,32338,uc002gkh.4,NM_032354,Q6UX40-4,Q6UX40-4,TMEM107,NM_032354,NP_115730,"Homo sapiens transmembrane protein 107 (TMEM107), transcript variant 1, mRNA.",,
71,uc010acn.3,['G768.1'],['G856.1'],uc010acn.3,chr13,-,46916136,46961635,46917519,46942357,13,"46916136,46918875,46919581,46923420,46924247,46930566,46933620,46935575,46936672,46937249,46942176,46942867,46961268,","46917632,46918966,46919735,46923482,46924486,46930631,46933766,46935708,46936733,46937348,46942384,46942950,46961635,",Q9H714,uc010acn.3,20268,uc010acn.3,AK307854,Q9H714,K226L_HUMAN,KIAA0226L,NM_025113,NP_079389,"Homo sapiens KIAA0226-like (KIAA0226L), mRNA.",,
72,uc009yok.1,['G529.1'],['G605.1' 'G605.2'],uc009yok.1,chr11,-,62622763,62622838,62622763,62622763,1,"62622763,","62622838,",uc009yok.1,,14386,uc009yok.1,NR_002564,,,SNORD26,NR_002564,,"Homo sapiens small nucleolar RNA, C/D box 26 (SNORD26), small nucleolar RNA.",,
73,uc010nak.3,['G2407.1'],['G2783.1'],uc010nak.3,chr9,+,136217700,136217767,136217700,136217700,1,"136217700,","136217767,",uc010nak.3,,75641,uc010nak.3,NR_000016,,,SNORD36C,NR_000016,,"Homo sapiens small nucleolar RNA, C/D box 36C (SNORD36C), small nucleolar RNA.",,
74,uc003fqw.3,['G1649.1'],['G1916.1' 'G1917.1'],uc003fqw.3,chr3,+,186501360,186507685,186502422,186507058,10,"186501360,186502217,186502352,186503671,186503952,186504290,186504915,186505283,186505591,186506913,","186501428,186502266,186502485,186503840,186504062,186504434,186505053,186505373,186505671,186507685,",Q9NZE6,uc003fqw.3,51915,uc003fqw.3,AF208852,Q9NZE6,Q9NZE6_HUMAN,EIF4A2,,,"Homo sapiens eukaryotic translation initiation factor 4A2 (EIF4A2), mRNA.",,
75,uc010cpd.3,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc010cpd.3,chr17,+,16342300,16345340,16342300,16342300,5,"16342300,16342640,16342894,16343498,16344681,","16342374,16342728,16343017,16343567,16345340,",uc010cpd.3,,30243,uc010cpd.3,NR_027167,,,C17orf76-AS1,NR_027167,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 11, non-coding RNA.",,
76,uc010yyy.2,['G1299.1'],['G1520.1'],uc010yyy.2,chr2,-,122095351,122363756,122095351,122095351,36,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161942,122165046,122168441,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122168545,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,",uc010yyy.2,,43954,uc010yyy.2,AB384508,,,CLASP1,,,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 3, mRNA.",,
77,uc003ldg.3,['G1928.1'],['G2254.1'],uc003ldg.3,chr5,-,137896731,137896799,137896731,137896731,1,"137896731,","137896799,",uc003ldg.3,,59621,uc003ldg.3,NR_002913,,,SNORD63,NR_002913,,"Homo sapiens small nucleolar RNA, C/D box 63 (SNORD63), small nucleolar RNA.",,
78,uc004cov.5,['G2469.1'],['G2847.1' 'G2849.1' 'G2853.1'],uc004cov.5,chrM,+,10470,12138,10470,10470,1,"10470,","12138,",uc004cov.5,,77537,uc004cov.5,BC061915,,,STRF6,,,"Homo sapiens potential LAG1 interactor mRNA, partial cds.",,
79,uc021olh.1,['G135.1'],,uc021olh.1,chr1,-,36065142,36097138,36068867,36074943,5,"36065142,36070833,36074846,36096874,36097036,","36068975,36070883,36075009,36096945,36097138,",NP_001186709,uc021olh.1,4861,uc021olh.1,NM_001199780,,,PSMB2,NM_001199780,NP_001186709,"Homo sapiens proteasome (prosome, macropain) subunit, beta type, 2 (PSMB2), transcript variant 3, mRNA.",,
80,uc009wbt.2,['G38.1' 'G39.1' 'G39.2' 'G40.1'],['G68.1' 'G70.1'],uc009wbt.2,chr1,+,76251878,76260775,76251878,76251878,11,"76251878,76253181,76254843,76255636,76255836,76256130,76256969,76257145,76257865,76259768,76260194,","76251959,76253289,76255041,76255742,76255959,76256202,76257022,76257256,76257991,76259918,76260775,",uc009wbt.2,,1591,uc009wbt.2,NR_073562,,,RABGGTB,NM_004582,,"Homo sapiens Rab geranylgeranyltransferase, beta subunit (RABGGTB), transcript variant 2, non-coding RNA.",,
81,uc002vrw.1,['G1451.1'],,uc002vrw.1,chr2,-,232321154,232321234,232321154,232321154,1,"232321154,","232321234,",uc002vrw.1,,44966,uc002vrw.1,NR_002908,,,SNORD20,NR_002908,,"Homo sapiens small nucleolar RNA, C/D box 20 (SNORD20), small nucleolar RNA.",,
82,uc003kyq.2,['G1925.1'],,uc003kyq.2,chr5,-,133307565,133340657,133308461,133328703,9,"133307565,133309481,133311561,133316419,133326545,133326692,133327996,133328636,133340337,","133308553,133309539,133311712,133316647,133326598,133326845,133328046,133328709,133340657,",P21796,uc003kyq.2,59532,uc003kyq.2,NR_036625,P21796,VDAC1_HUMAN,VDAC1,NM_003374,NP_003365,"Homo sapiens voltage-dependent anion channel 1 (VDAC1), transcript variant 2, non-coding RNA.",,
83,uc002gqf.1,['G1013.1' 'G1013.2'],['G1165.1'],uc002gqf.1,chr17,+,16344539,16344612,16344539,16344539,1,"16344539,","16344612,",uc002gqf.1,,30251,uc002gqf.1,NR_003054,,,SNORD65,NR_003054,,"Homo sapiens small nucleolar RNA, C/D box 65 (SNORD65), small nucleolar RNA.",,
84,uc003ple.2,['G2045.1'],['G2420.1'],uc003ple.2,chr6,-,86387011,86387086,86387011,86387011,1,"86387011,","86387086,",uc003ple.2,,63471,uc003ple.2,NR_002743,,,SNORD50A,NR_002743,,"Homo sapiens small nucleolar RNA, C/D box 50A (SNORD50A), small nucleolar RNA.",,
85,uc009wwk.1,['G197.1' 'G197.2'],['G288.1' 'G288.2'],uc009wwk.1,chr1,-,173834487,173834568,173834487,173834487,1,"173834487,","173834568,",uc009wwk.1,,6934,uc009wwk.1,NR_003939,,,SNORD79,NR_003939,,"Homo sapiens small nucleolar RNA, C/D box 79 (SNORD79), small nucleolar RNA.",,
86,uc002tzu.3,['G1425.1'],,uc002tzu.3,chr2,+,159313475,159523172,159389696,159523089,16,"159313475,159389691,159433782,159459581,159477501,159477742,159481389,159488264,159490581,159497138,159498997,159514642,159517844,159519408,159519783,159522924,","159313730,159389828,159433895,159459616,159477633,159477933,159481939,159488453,159490801,159497271,159499211,159514826,159517962,159519600,159519957,159523172,",Q99569,uc002tzu.3,41683,uc002tzu.3,BC034473,Q99569,PKP4_HUMAN,PKP4,NM_001005476,NP_001005476,"Homo sapiens plakophilin 4 (PKP4), transcript variant 2, mRNA.",,
87,uc022bgu.1,['G2376.1'],,uc022bgu.1,chr9,+,37120511,37358145,37126329,37357265,9,"37120511,37126308,37302184,37304184,37305540,37327795,37349353,37354706,37356831,","37120624,37126939,37302228,37304310,37305711,37327831,37349449,37354821,37358145,",Q8N3Z6,uc022bgu.1,74693,uc022bgu.1,BC034022,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
88,uc002apx.3,['G903.1'],['G1023.1' 'G1023.2' 'G1025.1' 'G1026.1'],uc002apx.3,chr15,-,66791652,66816870,66791744,66795088,11,"66791652,66792393,66792630,66793286,66793712,66794125,66794949,66795395,66795695,66797665,66816792,","66791990,66792514,66792714,66793443,66793842,66794250,66795088,66795502,66795867,66798086,66816870,",P36578,uc002apx.3,25957,uc002apx.3,AK125772,P36578,RL4_HUMAN,RPL4,NM_000968,NP_000959,"Homo sapiens ribosomal protein L4 (RPL4), mRNA.",,
89,uc002hja.3,['G1077.1'],['G1246.1'],uc002hja.3,chr17,+,33474835,33516364,33475282,33513578,20,"33474835,33475279,33475991,33477066,33479911,33481592,33482314,33486393,33491013,33495079,33496855,33497132,33498340,33501260,33502986,33504035,33504513,33507577,33510445,33513317,","33474929,33475450,33476028,33477242,33480001,33481760,33482483,33486564,33491185,33495380,33496950,33497280,33498481,33501388,33503053,33504149,33504629,33507695,33510601,33516364,",Q8IWX7,uc002hja.3,30618,uc002hja.3,NM_173167,Q8IWX7,UN45B_HUMAN,UNC45B,NM_173167,NP_775259,"Homo sapiens unc-45 homolog B (C. elegans) (UNC45B), transcript variant 1, mRNA.",,
90,uc001pdz.3,['G547.1' 'G550.1'],['G628.1' 'G629.1' 'G631.1'],uc001pdz.3,chr11,-,93463446,93474703,93463446,93463446,14,"93463446,93463842,93464315,93464918,93465409,93466252,93466515,93467790,93469306,93469859,93470229,93471274,93472402,93474487,","93463613,93463878,93464382,93464965,93465457,93466287,93466671,93467826,93469470,93469917,93470405,93471665,93472497,93474703,",uc001pdz.3,,14950,uc001pdz.3,BC001972,,,TAF1D,NM_024116,,"Homo sapiens TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa (TAF1D), mRNA.",,
91,uc001joo.3,['G248.1'],['G347.1'],uc001joo.3,chr10,+,70480970,70551309,70482261,70551023,25,"70480970,70482211,70496632,70497601,70500385,70502132,70506917,70507130,70508892,70509280,70513608,70514470,70515126,70516029,70517050,70520763,70525644,70530962,70532744,70545892,70546302,70547683,70547899,70549466,70550963,","70481039,70482334,70496805,70497646,70500418,70502326,70507032,70507323,70509022,70509442,70513834,70514584,70515293,70516240,70517134,70520949,70525836,70531202,70532856,70545975,70546449,70547804,70548085,70549672,70551309,",Q8IX12,uc001joo.3,8363,uc001joo.3,NM_018237,Q8IX12,CCAR1_HUMAN,CCAR1,NM_018237,NP_060707,"Homo sapiens cell division cycle and apoptosis regulator 1 (CCAR1), mRNA.",,
