,transcript,IonXpress_SFPQ_N,IonXpress_NONO_N,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
50,uc003lnx.1,['G2260.1'],,uc003lnx.1,chr5,-,145492588,145562294,145493668,145562056,32,"145492588,145499933,145502054,145503544,145505997,145508234,145508540,145509580,145510581,145512460,145515163,145519766,145522434,145522974,145523829,145524034,145524186,145529184,145531424,145532736,145533296,145533455,145536965,145537290,145538969,145539936,145543872,145547690,145551472,145552249,145557109,145562050,","145493874,145500066,145502150,145503649,145506108,145508345,145508681,145509721,145510672,145512644,145515227,145519824,145522647,145523113,145523912,145524100,145524272,145529262,145531565,145532790,145533373,145533543,145537191,145537358,145539033,145540049,145544034,145547828,145551553,145552337,145557228,145562294,",Q9P2J5,uc003lnx.1,59764,uc003lnx.1,NM_020117,Q9P2J5,SYLC_HUMAN,LARS,NM_020117,NP_064502,"Homo sapiens leucyl-tRNA synthetase (LARS), mRNA.",,
51,uc002wbo.4,['G1678.1'],,uc002wbo.4,chr2,-,242434121,242448110,242435076,242447450,11,"242434121,242435812,242437030,242437649,242438053,242438403,242438671,242439587,242440154,242447420,242447857,","242435116,242435949,242437102,242437764,242438199,242438589,242438829,242439696,242440211,242447550,242448110,",A8K6Z3,uc002wbo.4,45111,uc002wbo.4,NM_001271979,A8K6Z3,A8K6Z3_HUMAN,STK25,NM_001271979,NP_001258908,"Homo sapiens serine/threonine kinase 25 (STK25), transcript variant 8, mRNA.",,
52,uc010vwi.2,['G1163.1' 'G1164.1' 'G1164.2' 'G1165.1' 'G1165.2'],['G1012.1' 'G1013.1' 'G1013.2'],uc010vwi.2,chr17,+,16342300,16345340,16342300,16342300,4,"16342300,16342640,16343498,16344681,","16342374,16342728,16343567,16345340,",uc010vwi.2,,30242,uc010vwi.2,NR_027158,,,C17orf76-AS1,NR_027158,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 2, non-coding RNA.",,
53,uc010vwo.1,['G1163.1' 'G1164.1' 'G1164.2' 'G1165.1' 'G1165.2'],['G1012.1' 'G1013.1' 'G1013.2'],uc010vwo.1,chr17,+,16342300,16373962,16342300,16342300,7,"16342300,16342640,16343498,16344387,16366146,16366477,16373615,","16342374,16342728,16343567,16344444,16366255,16366631,16373962,",uc010vwo.1,,30232,uc010vwo.1,NR_027173,,,C17orf76-AS1,NR_027173,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 17, non-coding RNA.",,
54,uc003lnb.3,['G2259.1'],['G1930.1'],uc003lnb.3,chr5,-,142657495,142784045,142661453,142780404,9,"142657495,142662132,142675024,142678232,142680049,142689661,142693566,142779220,142783940,","142661606,142662290,142675155,142678377,142680328,142689778,142693733,142780417,142784045,",P04150,uc003lnb.3,59740,uc003lnb.3,NM_001018076,P04150,GCR_HUMAN,NR3C1,NM_001018076,NP_001191193,"Homo sapiens nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) (NR3C1), transcript variant 4, mRNA.",,
55,uc011dek.1,['G2168.1'],,uc011dek.1,chr5,+,162864576,162870931,162868227,162869571,6,"162864576,162868083,162868891,162869050,162869379,162870679,","162864810,162868337,162868970,162869149,162869574,162870931,",P51959,uc011dek.1,58385,uc011dek.1,AK316234,P51959,CCNG1_HUMAN,CCNG1,NM_199246,NP_954854,"Homo sapiens cyclin G1 (CCNG1), transcript variant 1, mRNA.",,
56,uc002drh.2,['G1109.1'],,uc002drh.2,chr16,-,28853731,28857729,28854295,28857590,10,"28853731,28855056,28855270,28855550,28855739,28856018,28856271,28856634,28857232,28857538,","28854469,28855176,28855422,28855655,28855872,28856183,28856376,28856801,28857427,28857729,",NP_003312,uc002drh.2,29049,uc002drh.2,NM_003321,P49411,EFTU_HUMAN,TUFM,NM_003321,NP_003312,"Homo sapiens Tu translation elongation factor, mitochondrial (TUFM), nuclear gene encoding mitochondrial protein, mRNA.",,
57,uc003pql.3,['G2424.1'],,uc003pql.3,chr6,-,101163006,101329224,101163292,101315873,13,"101163006,101165950,101173414,101214440,101215020,101246588,101247306,101248175,101253635,101296023,101311939,101315783,101328936,","101163409,101166127,101173579,101214581,101215221,101246714,101247448,101248380,101253756,101296583,101312090,101315914,101329224,",Q8N3C0-4,uc003pql.3,63569,uc003pql.3,BC026066,Q8N3C0-4,Q8N3C0-4,ASCC3,NM_006828,NP_006819,"Homo sapiens activating signal cointegrator 1 complex subunit 3 (ASCC3), transcript variant 1, mRNA.",,
58,uc001lyh.3,['G568.1'],,uc001lyh.3,chr11,-,3696239,3819022,3697388,3803347,33,"3696239,3697738,3700783,3704429,3707202,3712576,3714461,3716678,3720311,3721839,3723692,3726429,3727674,3733793,3735047,3740641,3741941,3744386,3746332,3752620,3756420,3765738,3774545,3781768,3784131,3789810,3792977,3794861,3797111,3800102,3800385,3803271,3818629,","3697606,3697850,3700938,3704671,3707424,3712719,3714605,3716836,3720578,3722069,3724122,3726586,3727857,3733958,3735225,3740780,3742055,3744685,3746449,3752808,3756554,3765879,3774638,3781856,3784269,3789974,3793158,3794969,3797251,3800279,3800487,3803375,3819022,",P52948-5,uc001lyh.3,13477,uc001lyh.3,NM_016320,P52948-5,P52948-5,NUP98,NM_016320,NP_057404,"Homo sapiens nucleoporin 98kDa (NUP98), transcript variant 1, mRNA.",,
59,uc009zlr.1,['G694.1'],,uc009zlr.1,chr12,+,50831517,50873788,50831525,50869647,11,"50831517,50834221,50835372,50847242,50848096,50854917,50856364,50860741,50867197,50867781,50869308,","50831621,50834332,50835426,50847455,50848200,50855130,50856413,50860903,50867319,50867890,50873788,",Q71RC2-2,uc009zlr.1,16245,uc009zlr.1,AK055521,Q71RC2-2,Q71RC2-2,LARP4,NM_199188,NP_954658,"Homo sapiens La ribonucleoprotein domain family, member 4 (LARP4), transcript variant 2, mRNA.",,
60,uc003qdx.3,['G2358.1' 'G2358.2' 'G2359.1' 'G2359.2' 'G2360.1'],['G2005.1' 'G2006.1' 'G2006.2' 'G2006.3' 'G2006.4'],uc003qdx.3,chr6,+,133135707,133138703,133135907,133138681,6,"133135707,133135870,133136110,133137599,133138098,133138618,","133135752,133135921,133136227,133137702,133138200,133138703,",P25398,uc003qdx.3,61837,uc003qdx.3,NM_001016,P25398,RS12_HUMAN,RPS12,NM_001016,NP_001007,"Homo sapiens ribosomal protein S12 (RPS12), mRNA.",,
61,uc001cgb.3,['G53.1' 'G53.2'],['G28.1' 'G28.2'],uc001cgb.3,chr1,+,41175037,41237276,41204515,41236500,10,"41175037,41204507,41213205,41215244,41218822,41223792,41228559,41232267,41235027,41236068,","41175288,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41235087,41237276,",Q13952-3,uc001cgb.3,1038,uc001cgb.3,AK000346,Q13952-3,Q13952-3,NFYC,NM_014223,NP_055038,"Homo sapiens nuclear transcription factor Y, gamma (NFYC), transcript variant 2, mRNA.",,
62,uc021pcl.1,['G277.1'],,uc021pcl.1,chr1,-,161424755,161424827,161424755,161424755,1,"161424755,","161424827,",uc021pcl.1,,81118,uc021pcl.1,,,,TRNA_Gly,,,transfer RNA Gly (anticodon TCC),,chr1.tRNA76-GlyTCC
63,uc011jxi.2,['G2467.1'],,uc011jxi.2,chr7,+,11013498,11147376,11014527,11142125,16,"11013498,11014461,11030329,11053373,11062494,11068307,11075266,11076044,11076611,11078386,11080298,11082309,11091238,11101417,11101590,11142112,","11013951,11014572,11030474,11053533,11062606,11068445,11075413,11076315,11076718,11078482,11080402,11082441,11091407,11101468,11101712,11147376,",B4DG57,uc011jxi.2,68235,uc011jxi.2,NR_033435,B4DG57,B4DG57_HUMAN,PHF14,NR_033435,,"Homo sapiens PHD finger protein 14 (PHF14), transcript variant 3, non-coding RNA.",,
64,uc001lyj.2,['G568.1'],,uc001lyj.2,chr11,-,3733058,3819022,3733772,3803347,20,"3733058,3735047,3740641,3741941,3744386,3746332,3752620,3756420,3765738,3774545,3781768,3784131,3789810,3792977,3794861,3797111,3800102,3800385,3803271,3818629,","3733958,3735225,3740780,3742055,3744685,3746449,3752808,3756554,3765879,3774638,3781856,3784269,3789974,3793158,3794969,3797251,3800279,3800487,3803375,3819022,",P52948-4,uc001lyj.2,13479,uc001lyj.2,NM_139131,P52948-4,P52948-4,NUP98,NM_139131,NP_624357,"Homo sapiens nucleoporin 98kDa (NUP98), transcript variant 2, mRNA.",,
65,uc002yae.3,['G1712.1'],,uc002yae.3,chr20,+,57478035,57486250,57478553,57485884,10,"57478035,57478726,57480437,57484216,57484404,57484575,57484738,57485005,57485388,57485737,","57478640,57478846,57480535,57484271,57484478,57484634,57484859,57485136,57485456,57486250,",P63092-2,uc002yae.3,45987,uc002yae.3,AK122771,P63092-2,P63092-2,GNAS,NM_001077489,NP_001070957,"Homo sapiens GNAS complex locus (GNAS), transcript variant 3, mRNA.",,
66,uc004erx.2,['G2968.1'],,uc004erx.2,chrX,-,118920466,118925622,118920646,118925539,3,"118920466,118923870,118925536,","118920695,118923974,118925622,",P62891,uc004erx.2,80142,uc004erx.2,NM_001000,P62891,RL39_HUMAN,RPL39,NM_001000,NP_000991,"Homo sapiens ribosomal protein L39 (RPL39), mRNA.",,
67,uc001evz.3,['G265.1'],,uc001evz.3,chr1,-,150937648,150947479,150938623,150941566,11,"150937648,150938951,150939231,150939549,150939867,150940139,150940295,150940558,150940870,150941393,150947094,","150938764,150939105,150939338,150939678,150939960,150940190,150940353,150940677,150940988,150941567,150947479,",Q96G23,uc001evz.3,6149,uc001evz.3,NM_022075,Q96G23,CERS2_HUMAN,CERS2,NM_022075,NP_859530,"Homo sapiens ceramide synthase 2 (CERS2), transcript variant 2, mRNA.",,
68,uc003pjt.3,['G2419.1'],,uc003pjt.3,chr6,+,83846891,83881065,83846891,83846891,21,"83846891,83849718,83849939,83851639,83855242,83856954,83858477,83861311,83861601,83862006,83863229,83863612,83863898,83865669,83866900,83868285,83869514,83872508,83877580,83879196,83880007,","83848881,83849830,83850122,83851765,83855377,83857010,83858582,83861378,83861746,83862086,83863339,83863762,83863960,83865822,83867037,83868341,83869679,83872638,83878475,83879253,83881065,",uc003pjt.3,,61529,uc003pjt.3,AL162056,,,DOPEY1,NM_015018,,"Homo sapiens dopey family member 1 (DOPEY1), transcript variant 1, mRNA.",,
69,uc002vvs.3,['G1568.1'],['G1344.1'],uc002vvs.3,chr2,+,236402732,237040444,236403330,237032766,18,"236402732,236617822,236626200,236649606,236653341,236658997,236706402,236708010,236715882,236791988,236817381,236839408,236877105,236945204,236949394,236957702,237028835,237032562,","236403493,236617881,236626288,236649692,236653483,236659132,236706530,236708166,236715975,236792093,236817550,236839567,236877267,236945359,236949485,236957925,237029091,237040444,",Q9UPQ3,uc002vvs.3,42630,uc002vvs.3,NM_001037131,Q9UPQ3,AGAP1_HUMAN,AGAP1,NM_001037131,NP_001032208,"Homo sapiens ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 (AGAP1), transcript variant 1, mRNA.",,
70,uc003lnd.3,['G2259.1'],['G1930.1'],uc003lnd.3,chr5,-,142657495,142815077,142661453,142780404,9,"142657495,142662132,142675024,142678232,142680049,142689661,142693566,142779220,142814096,","142661606,142662290,142675155,142678377,142680328,142689778,142693733,142780417,142815077,",P04150,uc003lnd.3,59741,uc003lnd.3,NM_001018077,P04150,GCR_HUMAN,NR3C1,NM_001018077,NP_001191193,"Homo sapiens nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) (NR3C1), transcript variant 5, mRNA.",,
71,uc010rog.2,"['G478.1' 'G479.1' 'G479.2' 'G479.3' 'G479.4' 'G479.5' 'G480.1' 'G481.1'
 'G481.2' 'G481.3' 'G482.1' 'G482.2' 'G482.3' 'G483.1' 'G483.2' 'G483.3'
 'G485.1' 'G485.2' 'G485.3' 'G486.1' 'G487.1' 'G487.2' 'G487.3' 'G488.1'
 'G488.2' 'G489.1' 'G489.2' 'G490.1' 'G490.2' 'G491.1' 'G492.1' 'G494.1'
 'G495.1' 'G497.1' 'G498.1' 'G501.1' 'G501.2' 'G502.1' 'G502.2' 'G503.1'
 'G504.1' 'G505.1']","['G375.1' 'G375.2' 'G375.3' 'G375.4' 'G376.1' 'G376.2' 'G376.3' 'G376.4'
 'G376.5' 'G377.1' 'G377.2' 'G377.3' 'G377.4' 'G377.5' 'G378.1' 'G378.2'
 'G378.3' 'G378.4' 'G378.5' 'G378.6' 'G379.1' 'G379.2' 'G379.3' 'G379.4'
 'G379.5' 'G379.6' 'G380.1' 'G380.2' 'G381.1' 'G381.2' 'G381.3' 'G381.4'
 'G381.5' 'G381.6' 'G381.7' 'G381.8' 'G382.1' 'G382.2' 'G382.3' 'G383.1'
 'G383.2' 'G383.3' 'G383.4' 'G383.5' 'G383.6' 'G383.7' 'G384.1' 'G384.2'
 'G384.3' 'G384.4' 'G384.5' 'G384.6' 'G385.1' 'G385.2' 'G385.3' 'G385.4'
 'G385.5' 'G385.6' 'G385.7' 'G385.8' 'G385.9' 'G385.10' 'G385.11' 'G386.1'
 'G386.2' 'G387.1' 'G387.2' 'G387.3' 'G387.4' 'G387.5' 'G387.6' 'G387.7'
 'G387.8' 'G387.9' 'G387.10' 'G388.1' 'G388.2' 'G388.3' 'G388.4' 'G389.1'
 'G389.2' 'G390.1' 'G390.2' 'G391.1' 'G391.2' 'G391.3' 'G391.4' 'G392.1'
 'G392.2' 'G392.3' 'G392.4' 'G392.5' 'G392.6' 'G393.1' 'G393.2' 'G393.3'
 'G393.4' 'G393.5' 'G393.6' 'G394.1' 'G394.2' 'G394.3' 'G394.4' 'G394.5'
 'G394.6' 'G395.1' 'G395.2' 'G395.3' 'G395.4' 'G395.5' 'G395.6' 'G395.7'
 'G395.8' 'G395.9' 'G395.10' 'G396.1' 'G396.2' 'G397.1' 'G397.2' 'G397.3'
 'G397.4' 'G397.5' 'G397.6' 'G397.7' 'G397.8' 'G397.9' 'G397.10' 'G398.1'
 'G398.2' 'G399.1' 'G400.1' 'G400.2' 'G400.3' 'G400.4' 'G400.5' 'G401.1'
 'G401.2' 'G401.3' 'G402.1' 'G402.2' 'G402.3' 'G402.4' 'G403.1' 'G403.2'
 'G403.3' 'G404.1' 'G404.2' 'G405.1' 'G405.2' 'G406.1' 'G406.2' 'G406.3'
 'G406.4' 'G406.5' 'G406.6' 'G407.1' 'G407.2' 'G407.3' 'G407.4' 'G407.5'
 'G407.6' 'G407.7' 'G407.8' 'G407.9' 'G407.10' 'G407.11' 'G407.12' 'G408.1'
 'G408.2' 'G408.3' 'G409.1' 'G410.1' 'G410.2' 'G411.1' 'G411.2' 'G412.1'
 'G412.2' 'G412.3' 'G412.4' 'G412.5' 'G413.1' 'G413.2' 'G413.3' 'G414.1'
 'G414.2' 'G415.1' 'G416.1' 'G416.2' 'G417.1' 'G418.1' 'G418.2' 'G418.3'
 'G418.4' 'G419.1' 'G419.2' 'G419.3' 'G419.4' 'G419.5' 'G420.1' 'G420.2'
 'G420.3' 'G420.4' 'G420.5' 'G421.1' 'G421.2' 'G422.1' 'G422.2' 'G422.3'
 'G422.4' 'G422.5' 'G422.6' 'G423.1' 'G423.2' 'G423.3' 'G423.4' 'G423.5'
 'G424.1' 'G424.2' 'G425.1' 'G425.2' 'G425.3' 'G426.1' 'G426.2' 'G426.3'
 'G426.4' 'G427.1' 'G427.2' 'G427.3' 'G427.4' 'G427.5' 'G428.1' 'G428.2'
 'G428.3' 'G429.1' 'G429.2' 'G429.3' 'G429.4' 'G429.5' 'G429.6' 'G430.1'
 'G430.2' 'G430.3' 'G431.1' 'G431.2' 'G431.3' 'G432.1' 'G432.2' 'G432.3'
 'G433.1' 'G433.2' 'G433.3' 'G434.1' 'G434.2' 'G434.3' 'G434.4' 'G435.1'
 'G435.2' 'G435.3' 'G436.1' 'G437.1' 'G437.2' 'G438.1' 'G438.2' 'G438.3'
 'G438.4' 'G438.5' 'G438.6' 'G439.1' 'G439.2' 'G439.3' 'G440.1' 'G440.2'
 'G440.3' 'G441.1' 'G441.2' 'G441.3' 'G441.4' 'G442.1' 'G442.2' 'G443.1'
 'G443.2' 'G444.1' 'G444.2' 'G445.1' 'G446.1' 'G447.1' 'G447.2' 'G448.1'
 'G448.2']",uc010rog.2,chr11,+,65190268,65212028,65190268,65190268,1,"65190268,","65212028,",uc010rog.2,,12200,uc010rog.2,NR_030343,,,NEAT1,NR_030343,,"Homo sapiens nuclear paraspeckle assembly transcript 1 (non-protein coding) (NEAT1), non-coding RNA.",,
72,uc004dbi.3,['G2893.1'],,uc004dbi.3,chrX,-,24576203,24665455,24580409,24665222,8,"24576203,24593246,24597432,24605357,24608139,24625861,24637101,24665105,","24580622,24593435,24597575,24605436,24608291,24625978,24637201,24665455,",Q9Y5K3,uc004dbi.3,79407,uc004dbi.3,NM_004845,Q9Y5K3,PCY1B_HUMAN,PCYT1B,NM_004845,NP_004836,"Homo sapiens phosphate cytidylyltransferase 1, choline, beta (PCYT1B), transcript variant 1, mRNA.",,
73,uc011dmy.2,['G2401.1' 'G2401.2'],,uc011dmy.2,chr6,+,30881981,30894235,30883558,30893987,29,"30881981,30882932,30883131,30883522,30883757,30883928,30884654,30884881,30885471,30886603,30887534,30887865,30888109,30888444,30888841,30889006,30889365,30889701,30889892,30890226,30890482,30890674,30890880,30891129,30892130,30893050,30893320,30893656,30893885,","30882121,30883014,30883232,30883644,30883824,30884026,30884736,30885001,30885583,30886692,30887625,30887993,30888213,30888526,30888918,30889082,30889468,30889772,30890018,30890331,30890551,30890753,30891008,30891282,30892337,30893162,30893496,30893785,30894235,",NP_001161205,uc011dmy.2,60713,uc011dmy.2,NM_001167733,Q5ST30,SYVM_HUMAN,VARS2,NM_001167733,NP_001161205,"Homo sapiens valyl-tRNA synthetase 2, mitochondrial (VARS2), transcript variant 3, mRNA.",,
74,uc001zrp.3,['G974.1'],,uc001zrp.3,chr15,-,43699411,43709414,43699580,43708531,7,"43699411,43700140,43701094,43701844,43705316,43707791,43708422,","43699768,43700286,43701294,43701939,43705532,43708007,43709414,",B3KVT9,uc001zrp.3,25475,uc001zrp.3,AK123418,B3KVT9,B3KVT9_HUMAN,TP53BP1,,,"Homo sapiens tumor protein p53 binding protein 1 (TP53BP1), transcript variant 1, mRNA.",,
75,uc010iza.3,['G2219.1'],,uc010iza.3,chr5,-,71523589,71616082,71524024,71593512,8,"71523589,71528269,71529945,71533840,71591357,71593458,71609907,71616007,","71524195,71528385,71530024,71533955,71591416,71593529,71609985,71616082,",D6RJC7,uc010iza.3,59134,uc010iza.3,AK309065,D6RJC7,D6RJC7_HUMAN,MRPS27,,,"Homo sapiens mitochondrial ribosomal protein S27 (MRPS27), nuclear gene encoding mitochondrial protein, mRNA.",,
76,uc003xxx.4,['G2677.1'],['G2245.1' 'G2290.1' 'G2290.2' 'G2291.1'],uc003xxx.4,chr8,-,69215702,69243726,69217004,69243722,3,"69215702,69218752,69243541,","69217036,69218833,69243726,",G3XAN2,uc003xxx.4,73641,uc003xxx.4,NR_038877,G3XAN2,G3XAN2_HUMAN,LOC286189,NR_038877,,"Homo sapiens uncharacterized LOC286189 (LOC286189), non-coding RNA.",,
77,uc009yln.1,['G588.1'],,uc009yln.1,chr11,+,47291198,47351582,47295465,47350701,33,"47291198,47295377,47296113,47297449,47298282,47299715,47300549,47303125,47303931,47304363,47305728,47305925,47306491,47307001,47307983,47310941,47311417,47311699,47312160,47315433,47317046,47317447,47330141,47330831,47331057,47333282,47336770,47345221,47345815,47346021,47348288,47350208,47350596,","47291301,47295527,47296710,47297753,47298414,47299829,47300630,47303304,47304167,47304520,47305832,47306116,47306616,47307141,47308085,47311044,47311604,47311850,47312367,47315534,47317118,47317606,47330250,47330952,47331163,47333393,47336878,47345386,47345888,47346128,47348358,47350255,47351582,",B5MEE5,uc009yln.1,11737,uc009yln.1,NM_001135944,B5MEE5,B5MEE5_HUMAN,MADD,NM_001135944,NP_001129416,"Homo sapiens MAP-kinase activating death domain (MADD), transcript variant 10, mRNA.",,
78,uc010kgq.2,['G2436.1'],,uc010kgq.2,chr6,-,136663418,136871957,136665365,136871546,16,"136663418,136666993,136677829,136680957,136681118,136681834,136682142,136683587,136686872,136687464,136693638,136698892,136704808,136732757,136742838,136871479,","136665376,136667217,136677932,136681015,136681169,136681936,136682317,136683840,136687156,136687577,136693763,136699006,136704919,136732835,136742937,136871957,",Q14244-3,uc010kgq.2,63885,uc010kgq.2,NM_001198617,Q14244-3,Q14244-3,MAP7,NM_001198617,NP_001185546,"Homo sapiens microtubule-associated protein 7 (MAP7), transcript variant 8, mRNA.",,
79,uc011dea.2,['G2266.1'],,uc011dea.2,chr5,-,158595880,158635081,158595882,158634904,8,"158595880,158596686,158600990,158603639,158608967,158621723,158630441,158634895,","158596063,158596827,158601166,158603875,158609059,158621832,158630664,158635081,",E7EW26,uc011dea.2,59956,uc011dea.2,AK311433,E7EW26,E7EW26_HUMAN,RNF145,NM_001199382,NP_001186311,"Homo sapiens ring finger protein 145 (RNF145), transcript variant 3, mRNA.",,
80,uc010rdd.2,['G450.1'],,uc010rdd.2,chr11,+,18417812,18429765,18418094,18428828,8,"18417812,18418365,18420977,18422383,18424386,18425240,18426995,18428663,","18418157,18418515,18421095,18422557,18424560,18425358,18427119,18429765,",P00338-3,uc010rdd.2,11431,uc010rdd.2,NM_001165414,P00338-3,P00338-3,LDHA,NM_001165414,NP_005557,"Homo sapiens lactate dehydrogenase A (LDHA), transcript variant 3, mRNA.",,
81,uc002yaa.3,['G1712.1'],,uc002yaa.3,chr20,+,57466425,57486250,57466781,57485884,12,"57466425,57470666,57478585,57478726,57480437,57484216,57484404,57484575,57484738,57485005,57485388,57485737,","57466920,57470739,57478640,57478846,57480535,57484271,57484478,57484634,57484859,57485136,57485456,57486250,",P63092-3,uc002yaa.3,45978,uc002yaa.3,NM_001077489,P63092-3,P63092-3,GNAS,NM_001077489,NP_001070957,"Homo sapiens GNAS complex locus (GNAS), transcript variant 7, mRNA.",,
82,uc002tax.2,['G1609.1' 'G1609.2' 'G1609.3'],,uc002tax.2,chr2,-,101887683,101925178,101887683,101887683,8,"101887683,101889588,101898320,101902542,101905434,101910475,101911392,101924590,","101888206,101889803,101898519,101902639,101905517,101910544,101911643,101925178,",uc002tax.2,,43803,uc002tax.2,AK129799,,,RNF149,NM_173647,,"Homo sapiens ring finger protein 149 (RNF149), mRNA.",,
83,uc003phx.2,['G2415.1'],,uc003phx.2,chr6,-,75962637,75994632,75965817,75994354,6,"75962637,75968495,75969062,75970539,75974946,75994117,","75966011,75968702,75969206,75970627,75975054,75994632,",Q9NV96-2,uc003phx.2,63398,uc003phx.2,NM_001143958,Q9NV96-2,Q9NV96-2,TMEM30A,NM_001143958,NP_001137430,"Homo sapiens transmembrane protein 30A (TMEM30A), transcript variant 2, mRNA.",,
